hour,Rub21,ediyes,Luis36995,RichRico,dannykath
00,0,0,0,0,28
01,0,0,0,0,0
02,0,0,0,0,0
03,0,0,0,0,0
04,0,0,0,0,0
05,0,0,0,0,0
06,0,0,0,0,0
07,0,0,0,0,0
08,0,0,0,0,0
09,0,0,0,0,30
10,0,0,0,0,34
11,0,0,0,0,0
