hour,Rub21,ediyes,Luis36995,RichRico,dannykath
00,0,0,0,0,0
01,0,0,0,0,0
02,0,0,0,0,0
03,0,0,0,0,0
04,0,0,0,0,0
05,0,0,0,0,0
06,0,0,0,0,0
07,0,0,0,0,0
08,0,0,0,0,0
09,0,0,0,0,0
10,1,0,0,0,0
11,0,0,0,0,0
12,0,0,0,0,11
13,0,0,0,0,43
14,0,0,0,0,67
15,0,0,0,0,43
16,0,0,27,0,1
17,0,0,0,0,0
18,0,0,0,0,0
19,0,0,0,0,0
20,0,0,0,0,58
21,0,0,0,0,18
22,0,0,0,0,25
23,0,0,0,0,5
